2024-09-05|09:05:34|Monthly Salary|DevSphere Inc.|6000.00
2024-08-30|22:05:34|Software Development Conference|DevCon|-999.00
2024-08-25|19:35:23|Fantasy Novel Pre-orders|Amazon|-89.97
2024-08-20|11:15:45|Gaming Laptop|Amazon|-1899.99
2024-08-15|20:25:12|D&D Digital Content Bundle|D&D Beyond|-89.99
2024-08-12|13:10:56|Cat Premium Food|Pet Smart|-65.99
2024-08-10|16:25:12|Coffee Shop|Starbucks|-8.25
2024-08-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-08-05|09:05:34|Monthly Salary|DevSphere Inc.|6000.00
2024-07-30|22:05:34|LARP Summer Event|Fantasy LARP Guild|-150.00
2024-07-25|19:35:23|Sci-Fi & Fantasy Convention|SFF Con|-200.00
2024-07-20|11:15:45|Invoice 1004 paid|Freelance Client|3000.00
2024-07-15|20:25:12|D&D Adventure Modules Bundle|Game Haven|-99.95
2024-07-12|13:10:56|Cat Wellness Package|Happy Paws Vet|-175.00
2024-07-10|16:25:12|Grocery Shopping|Trader Joe's|-156.78
2024-07-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-07-05|09:05:34|Monthly Salary|DevSphere Inc.|6000.00
2024-06-30|22:05:34|Fantasy Author Signing Event|Book Store|-25.00
2024-06-25|19:35:23|Cosplay Materials|Craft World|-225.67
2024-06-20|11:15:45|Coding Workshop|TechSkills|-250.00
2024-06-15|20:25:12|D&D Custom DM Screen|Etsy|-85.00
2024-06-12|13:10:56|Cat Toys Variety Pack|Chewy.com|-45.99
2024-06-10|16:25:12|Summer Tech Conference|DevCon Summer|-699.00
2024-06-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-06-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2024-05-30|22:05:34|Tech Webinar Series|TechLearn|-199.00
2024-05-25|19:35:23|Fantasy Art Book Limited Edition|Barnes & Noble|-125.00
2024-05-20|11:15:45|4K Monitor|Best Buy|-499.99
2024-05-15|20:25:12|D&D Miniatures Collection|Game Haven|-145.95
2024-05-12|13:10:56|Cat Tree Complex|Pet Smart|-175.99
2024-05-10|16:25:12|Grocery Shopping|Whole Foods|-178.95
2024-05-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-05-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2024-04-30|22:05:34|Book Festival VIP Pass|City Book Festival|-75.00
2024-04-25|19:35:23|LARP Costume Upgrade|Medieval Collectibles|-199.99
2024-04-20|11:15:45|Programming Books|Amazon|-125.67
2024-04-15|20:25:12|D&D Terrain Set|Game Haven|-129.95
2024-04-12|13:10:56|Cat Health Insurance|Pet Insurance Co.|-450.00
2024-04-10|16:25:12|Coffee Shop|Starbucks|-7.50
2024-04-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-04-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2024-03-30|22:05:34|Invoice 1003 paid|Freelance Client|2500.00
2024-03-25|19:35:23|Fantasy Convention Ticket|FantasyCon|-150.00
2024-03-20|11:15:45|Ergonomic Mouse|Amazon|-69.99
2024-03-15|20:25:12|D&D Campaign Book|Game Haven|-49.95
2024-03-12|13:10:56|Cat Automatic Feeder|Chewy.com|-89.99
2024-03-10|16:25:12|Grocery Shopping|Trader Joe's|-145.67
2024-03-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-03-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2024-02-28|22:05:34|Book Club Annual Membership|Local Library|-50.00
2024-02-25|19:35:23|Cosplay Competition Entry|CosplayCon|-75.00
2024-02-20|11:15:45|Coding Bootcamp|TechSkills|-799.00
2024-02-15|20:25:12|D&D Limited Edition Dice|Game Haven|-65.99
2024-02-12|13:10:56|Premium Cat Food|Pet Smart|-55.99
2024-02-10|16:25:12|Valentine's Day Gift|Etsy|-75.00
2024-02-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-02-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2024-01-30|22:05:34|LARP Winter Event|Fantasy LARP Guild|-125.00
2024-01-25|19:35:23|Fantasy Book Series|Barnes & Noble|-95.95
2024-01-20|11:15:45|Tech Conference Registration|TechSummit 2024|-499.00
2024-01-15|20:25:12|D&D Starter Set - Gift|Game Haven|-35.99
2024-01-12|13:10:56|Cat Annual Checkup & Vaccines|Happy Paws Vet|-225.00
2024-01-10|16:25:12|Grocery Shopping|Whole Foods|-165.43
2024-01-07|14:15:45|Rent Payment|Parkview Apartments|-1600.00
2024-01-05|09:05:34|Monthly Salary|DevSphere Inc.|5800.00
2023-12-30|22:10:34|New Year's Party|Event Tickets|-75.00
2023-12-25|19:40:23|Cosplay Materials Sale|Craft World|-78.95
2023-12-20|11:20:45|Holiday Bonus|TechCorp Inc.|2000.00
2023-12-15|20:30:12|D&D Holiday Gift Set|Game Haven|-89.95
2023-12-12|13:15:56|Cat Holiday Outfit|Pet Smart|-19.99
2023-12-10|16:30:12|Holiday Shopping|Amazon|-345.67
2023-12-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-12-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-11-30|22:10:34|Winter Tech Conference|WinterTech|-299.00
2023-11-25|19:40:23|Fantasy Novel Box Set|Barnes & Noble|-125.95
2023-11-20|11:20:45|Black Friday - Graphics Tablet|Best Buy|-259.99
2023-11-15|20:30:12|D&D Gift Cards|Game Haven|-100.00
2023-11-12|13:15:56|Cat Winter Bed|Chewy.com|-45.99
2023-11-10|16:30:12|Grocery Shopping|Trader Joe's|-112.34
2023-11-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-11-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-10-30|22:10:34|LARP Halloween Special Event|Fantasy LARP Guild|-85.00
2023-10-25|19:40:23|Halloween Costume Materials|Craft World|-125.67
2023-10-20|11:20:45|Coding Course|Udemy|-11.99
2023-10-15|20:30:12|D&D Special Edition Box|Game Haven|-129.95
2023-10-12|13:15:56|Cat Scratching Tower|Pet Smart|-89.99
2023-10-10|16:30:12|Standing Desk Accessories|Amazon|-89.99
2023-10-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-10-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-09-30|22:10:34|Book Festival Tickets|City Book Festival|-35.00
2023-09-25|19:40:23|Cosplay Wig|Arda Wigs|-75.00
2023-09-20|11:20:45|Invoice 1002 paid|Freelance Client|2000.00
2023-09-15|20:30:12|D&D Adventure Collection|Game Haven|-89.95
2023-09-12|13:15:56|Cat Health Supplements|Pet Smart|-38.99
2023-09-10|16:30:12|Grocery Shopping|Whole Foods|-154.32
2023-09-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-09-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-08-30|22:10:34|Virtual Tech Conference|TechVirtual|-149.00
2023-08-25|19:40:23|Fantasy Art Prints|Etsy|-65.00
2023-08-20|11:20:45|Curved Monitor|Amazon|-349.99
2023-08-15|20:30:12|D&D Online Subscription Annual|D&D Beyond|-59.99
2023-08-12|13:15:56|Cat Insurance Renewal|Pet Insurance Co.|-420.00
2023-08-10|16:30:12|Coffee Shop|Starbucks|-7.25
2023-08-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-08-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-07-30|22:10:34|LARP Weekend Event|Fantasy LARP Guild|-120.00
2023-07-25|19:40:23|Fantasy Audiobook Subscription|Audible|-14.95
2023-07-20|11:20:45|Programming Books|Amazon|-78.95
2023-07-15|20:30:12|D&D Dice Collection|Game Haven|-45.95
2023-07-12|13:15:56|Cat Litter Auto-Cleaner|Pet Smart|-199.99
2023-07-10|16:30:12|Grocery Shopping|Trader Joe's|-98.76
2023-07-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-07-05|09:10:34|Monthly Salary|TechCorp Inc.|5400.00
2023-06-30|22:10:34|Cosplay Competition Entry|CosplayCon|-50.00
2023-06-25|19:40:23|Summer Reading Bundle|Kindle Store|-35.97
2023-06-20|11:20:45|External Hard Drive|Best Buy|-129.99
2023-06-15|20:30:12|D&D Campaign Setting Book|Game Haven|-49.95
2023-06-12|13:15:56|Cat Toys|Chewy.com|-28.99
2023-06-10|16:30:12|Tech Conference|DevCon Summer|-399.00
2023-06-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-06-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2023-05-30|22:10:34|Online Streaming Services|Netflix|-15.99
2023-05-25|19:40:23|LARP Costume Materials|Craft World|-112.45
2023-05-20|11:20:45|Software License|JetBrains|-149.00
2023-05-15|20:30:12|Fantasy Book Pre-order|Amazon|-24.99
2023-05-12|13:15:56|Cat Carrier Replacement|Pet Smart|-59.99
2023-05-10|16:30:12|Grocery Shopping|Whole Foods|-139.87
2023-05-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-05-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2023-04-30|22:10:34|D&D Sourcebook|Game Haven|-39.99
2023-04-25|19:40:23|Comic Book Convention Ticket|Comic Con|-95.00
2023-04-20|11:20:45|Programming Course Subscription|Pluralsight|-29.99
2023-04-18|13:15:56|Cat Food|Pet Smart|-42.99
2023-04-15|11:15:00|Invoice 1001 paid|Freelance Client|1500.00
2023-04-15|10:13:25|Ergonomic Keyboard|Amazon|-89.50
2023-04-10|16:30:12|Coffee Shop|Starbucks|-6.75
2023-04-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-04-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2023-03-30|22:10:34|LARP Event Ticket|Fantasy LARP Guild|-75.00
2023-03-25|19:40:23|Fantasy Art Book|Barnes & Noble|-49.95
2023-03-20|11:20:45|Ergonomic Chair|Office Depot|-299.99
2023-03-15|20:30:12|D&D Miniatures Set|Game Haven|-65.99
2023-03-12|13:15:56|Cat Treats|Chewy.com|-22.99
2023-03-10|16:30:12|Grocery Shopping|Trader Joe's|-112.34
2023-03-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-03-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2023-02-25|19:40:23|Cosplay Fabric Materials|Fabric World|-89.75
2023-02-20|11:20:45|Book Club Selections|Amazon|-34.97
2023-02-15|20:30:12|Mechanical Keyboard Switch Set|Drop.com|-45.00
2023-02-12|13:15:56|Cat Annual Checkup|Happy Paws Vet|-195.00
2023-02-10|16:30:12|Valentine's Day Dinner|Fancy Restaurant|-120.45
2023-02-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-02-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2023-01-30|22:10:34|LARP Equipment|Medieval Collectibles|-125.00
2023-01-25|19:40:23|Fantasy Novel Series|Barnes & Noble|-85.95
2023-01-20|11:20:45|Programming Conference Ticket|CodeCon 2023|-299.00
2023-01-15|20:30:12|D&D Player's Handbook|Game Haven|-49.99
2023-01-12|13:15:56|Cat Food & Supplies|Pet Smart|-65.89
2023-01-10|16:30:12|Grocery Shopping|Whole Foods|-145.67
2023-01-07|14:20:45|Rent Payment|Sunset Apartments|-1500.00
2023-01-05|09:10:34|Monthly Salary|TechCorp Inc.|5200.00
2022-12-30|09:34:56|New Year's Party Supplies|Party City|-78.99
2022-12-25|22:45:23|Winter Fantasy Book Set|Barnes & Noble|-45.95
2022-12-22|20:12:34|Holiday Bonus|TechCorp Inc.|1500.00
2022-12-20|11:23:45|Cat Christmas Toys|Chewy.com|-29.99
2022-12-15|18:45:23|D&D Gift Set|Game Haven|-89.95
2022-12-10|16:34:56|Holiday Shopping|Amazon|-245.67
2022-12-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-12-05|09:12:34|Monthly Salary|TechCorp Inc.|5000.00
2022-11-30|22:45:23|LARP Winter Event Ticket|Fantasy LARP Guild|-65.00
2022-11-25|20:12:34|Black Friday - Gaming Laptop|Best Buy|-1299.99
2022-11-20|11:23:45|Cat Food Premium|Pet Smart|-45.99
2022-11-15|18:45:23|Tech Book Bundle|Humble Bundle|-25.00
2022-11-10|16:34:12|Grocery Shopping|Trader Joe's|-78.95
2022-11-07|14:22:45|Rent Payment|Sunset Apartments|-1450.00
2022-11-05|09:15:34|Monthly Salary|TechCorp Inc.|5000.00
2022-10-30|22:45:23|Halloween Costume Materials|Craft World|-98.76
2022-10-25|20:12:34|D&D Terrain Set|Game Haven|-69.95
2022-10-20|11:23:45|Cat Carrier|Pet Smart|-49.99
2022-10-15|18:45:23|Fantasy Audiobook Subscription|Audible|-14.95
2022-10-10|16:34:56|Standing Desk|Amazon|-289.99
2022-10-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-10-05|09:12:34|Monthly Salary|TechCorp Inc.|5000.00
2022-09-30|22:45:23|Technical Workshop|DevSkills|-150.00
2022-09-25|20:12:34|Cosplay Wig|Cosplay Supplies|-65.00
2022-09-20|11:23:45|Cat Toys|Chewy.com|-18.99
2022-09-15|18:45:23|D&D Adventure Module|Game Haven|-24.95
2022-09-10|16:34:12|Grocery Shopping|Whole Foods|-134.67
2022-09-07|14:22:45|Rent Payment|Sunset Apartments|-1450.00
2022-09-05|09:15:34|Monthly Salary|TechCorp Inc.|5000.00
2022-08-30|22:45:23|Programming Reference Books|Amazon|-78.95
2022-08-25|20:12:34|Fantasy Convention Ticket|FantasyCon|-120.00
2022-08-20|11:23:45|Cat Health Insurance|Pet Insurance Co.|-35.00
2022-08-15|18:45:23|Gaming Headset|Amazon|-89.99
2022-08-10|16:34:56|Coffee Shop|Starbucks|-6.75
2022-08-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-08-05|09:12:34|Monthly Salary|TechCorp Inc.|5000.00
2022-07-30|22:45:23|LARP Costume Accessories|Etsy|-45.00
2022-07-25|20:12:34|D&D Online Subscription|D&D Beyond|-5.99
2022-07-20|11:23:45|Cat Litter|Pet Smart|-22.99
2022-07-15|18:45:23|Fantasy Book Series|Barnes & Noble|-65.95
2022-07-10|16:34:12|External Monitor|Best Buy|-249.99
2022-07-07|14:22:45|Rent Payment|Sunset Apartments|-1450.00
2022-07-05|09:15:34|Monthly Salary|TechCorp Inc.|4800.00
2022-06-25|22:45:23|Tech Conference Drinks|Downtown Bar|-34.56
2022-06-22|20:12:34|D&D Campaign Book|Game Haven|-45.99
2022-06-18|11:23:45|Cat Treats|Chewy.com|-15.99
2022-06-15|18:45:23|Cosplay Materials|Craft World|-125.43
2022-06-12|16:34:56|Programming Course|Udemy|-12.99
2022-06-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-06-05|09:12:34|Monthly Salary|TechCorp Inc.|4800.00
2022-05-30|22:12:34|LARP Event Ticket|Fantasy LARP Guild|-60.00
2022-05-25|09:34:56|Book Club Membership|Local Library|-25.00
2022-05-20|11:23:45|Cat Food|Pet Smart|-38.99
2022-05-15|18:45:23|D&D Dice Set|Game Haven|-22.95
2022-05-10|16:34:12|Laptop Cooling Pad|Best Buy|-29.99
2022-05-07|14:22:45|Rent Payment|Sunset Apartments|-1450.00
2022-05-05|09:15:34|Monthly Salary|TechCorp Inc.|4800.00
2022-04-25|22:45:23|Anime Convention Ticket|AnimeNow|-85.00
2022-04-22|20:12:34|Fantasy Novel|Amazon|-12.99
2022-04-18|14:56:23|Cat Scratching Post|Pet Smart|-59.99
2022-04-15|10:23:45|D&D Dungeon Master Guide|Game Haven|-49.95
2022-04-12|16:34:56|Grocery Shopping|Trader Joe's|-98.76
2022-04-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-04-05|09:12:34|Monthly Salary|TechCorp Inc.|4800.00
2022-03-30|09:34:56|Tech Webinar Subscription|TechLearn|-49.99
2022-03-25|11:23:45|Coffee with Team|Starbucks|-23.45
2022-03-18|22:12:34|Mechanical Keyboard|Amazon|-129.99
2022-03-15|18:45:23|D&D Miniatures|Game Haven|-44.95
2022-03-10|16:34:12|Cat Toys|Chewy.com|-25.99
2022-03-07|14:22:45|Rent Payment|Sunset Apartments|-1450.00
2022-03-05|09:15:34|Monthly Salary|TechCorp Inc.|4800.00
2022-02-28|21:45:23|Online Streaming Service|Netflix|-14.99
2022-02-22|12:34:56|LARP Costume Materials|Craft World|-78.92
2022-02-18|15:23:12|Programming Book|Amazon|-45.99
2022-02-14|19:45:23|Dinner Date|Olive Garden|-65.43
2022-02-12|16:34:56|Veterinary Visit - Annual Checkup|Happy Paws Vet|-175.00
2022-02-07|14:20:45|Rent Payment|Sunset Apartments|-1450.00
2022-02-05|09:10:34|Monthly Salary|TechCorp Inc.|4800.00
2022-02-01|08:59:23|Coffee Shop|Starbucks|-5.75
2022-01-25|19:45:23|Tech Conference Ticket|DevCon 2022|-199.00
2022-01-22|11:23:45|Books - Fantasy Series|Barnes & Noble|-48.76
2022-01-15|20:34:12|D&D Starter Set|Game Haven|-29.99
2022-01-12|13:12:56|Cat Food & Litter|Pet Smart|-45.89
2022-01-10|18:45:32|Grocery Shopping|Whole Foods|-124.67
2022-01-07|14:23:45|Rent Payment|Sunset Apartments|-1450.00
2022-01-05|09:12:34|Monthly Salary|TechCorp Inc.|4800.00
